country_code,Account,Master_id,Account_id,latitude2,longitude,country2,Postal_code,street_name,Street_number
CN,"Fahey, Hintz and Volkman",2182,1371--905,38.5142512,116.5977552,China,0,Forest Dale,5356
US,Marvin Inc,2040,1406-950-3341-63,34.0028786,-84.1446376,United States,30096,Eliot,81430
PL,Dooley-Feest,1044,2438--45098,51.9611016,15.959277,Poland,67-415,Transport,0
CZ,"Carter, Greenfelder and Stamm",1544,1457--563,49.4259425,17.5920528,Czech Republic,751 14,Warner,4879
CN,Yundt-Hilll,1647,2409-6101-155,30.0689467,103.0991829,China,0,Packers,8563
PL,Kshlerin-Padberg,1373,1347-3500-15,52.322296,18.3838669,Poland,62-563,Clove,7475
TH,Stiedemann Inc,1074,2523--9082,16.5235265,102.0832543,Thailand,40130,Jackson,78947
PT,Kertzmann-Erdman,2070,1199-77193 CEDEX-0,40.8253148,-8.4661017,Portugal,3720-085,Golf,74
CN,Brekke Group,1916,2092-14180-000-3,31.323217,119.445437,China,0,Judy,53
CN,"Macejkovic, Spinka and Dooley",1512,1386--6,22.935289,113.670324,China,0,Northwestern,2241
PT,"Bailey, Zieme and Mante",1664,1845-94129 CEDEX-243,41.3270528,-8.5541453,Portugal,4785-210,Russell,79
CN,Mayert Inc,1667,1055--3408,30.677233,121.015142,China,0,Messerschmidt,785
CA,O'Kon-Daniel,2548,1106-425 33-26,48.4353479,-68.5537635,Canada,G5N,Judy,0
CO,"Ryan, Hartmann and Gerhold",2488,1696-80902-7398,7.38153,-73.919121,Colombia,135067,Loeprich,2
CN,"Grady, Weber and Fritsch",1358,1462-6326-725,23.9563274,113.1916737,China,0,Forster,325
PL,Murray-Reilly,1389,1401-387 34-37,49.494604,19.7094323,Poland,34-480,Eagan,18
PH,Buckridge-Kunde,2593,2285--7044,7.1774408,124.5350175,Philippines,3814,Eagan,44316
MX,"VonRueden, Morissette and Bartoletti",2030,2447-4540-579-742,25.9375976,-100.3638252,Mexico,54927,Jay,6540
PT,"West, Steuber and Walker",1608,2401--243,41.5212778,-8.1366948,Portugal,4820-560,Eastlawn,6
SE,"Greenholt, Herzog and Orn",1818,1109-45140-5651,58.695946,11.2533509,Sweden,457 81,Graedel,8
ZA,"Kling, Stiedemann and Bradtke",2550,1516--7984,-29.4169973,24.7380385,South Africa,9987,Armistice,7
SE,"Spinka, Satterfield and Funk",1140,2251-E5L-4626,60.684976,17.153166,Sweden,801 33,Anniversary,91
CA,"Kuphal, Koelpin and Rowe",1575,2223--7383,51.7920135,-114.105279,Canada,T4H,Carpenter,9
CN,Runte and Sons,1492,2498--3,31.920658,120.284938,China,0,Tomscot,48
CN,Denesik Group,2205,1957--581,32.009016,112.122426,China,0,Farmco,6396
EG,Green Inc,2455,2198-6320-475-1230,30.0444196,31.2357116,Egypt,0,Union,63
BR,Marvin Group,1962,2046-6455-1373,-24.7592533,-51.7601166,Brazil,85200-000,Bartillon,9204
PH,Gislason-Pacocha,2278,1006-65712-000-5490,14.4547788,120.5851587,Philippines,2133,Northport,37
CA,Mann Group,2192,2193--1413,53.36678,-104.00092,Canada,V9B,School,9949
CN,Roberts Inc,1380,1844-96500-000-621,22.781631,108.273158,China,0,Manufacturers,2776
BR,Schuster-Berge,2402,2597-49246-60,-20.6974477,-48.1597946,Brazil,14640-000,Monument,149
PT,Connelly-Stanton,1289,1300-6406-48661,41.5256088,-8.346058,Portugal,4805-458,Pierstorff,0
BR,Greenholt Inc,2057,2470-9202-353,-25.979821,-52.5678016,Brazil,85550-000,Brentwood,7
CN,O'Reilly-Koss,1371,1278-13509-765,27.948308,109.599191,China,0,Debra,905
JP,Bins and Sons,1406,1439-12-201-78,37.9092189,139.2162168,Japan,950-3341,5th,63
KR,Aufderhar Group,2438,1385-6516-71699,36.586148,128.1867972,South Korea,0,Barnett,45098
CN,O'Connell Group,1457,2213--197,23.067896,115.027634,China,0,Comanche,563
PH,Schoen-Kub,2409,1867-50802-620,10.5712156,122.944471,Philippines,6101,Lotheville,155
BG,Kris Group,1347,2119-30028 CEDEX 9-46490,43.2370452,23.1251092,Bulgaria,3500,Ridgeview,15
CN,"McLaughlin, Streich and Fahey",2523,2148-4825-171-5987,41.5220136,111.7047656,China,0,Jenna,9082
FR,Schuster-Rutherford,1199,1338--810,48.5228354,2.6377136,France,77193 CEDEX,Vidon,0
BR,Pfeffer and Sons,2092,1860-92077 CEDEX-8271,-20.9827531,-48.0563942,Brazil,14180-000,Delladonna,3
CN,Wiza-Thiel,1386,1738-30034 CEDEX 1-89,31.2303904,121.4737021,China,0,Melvin,6
FR,"Medhurst, Bogan and Goodwin",1845,1076-61015 CEDEX-8,48.8493975,2.4751086,France,94129 CEDEX,Katie,243
CN,Smitham Group,1055,1825--9980,24.6613135,102.3589828,China,0,Stang,3408
SE,Gusikowski LLC,1106,1243-861-2236-305,57.8001246,11.9841764,Sweden,425 33,Reindahl,26
MY,"Larson, Gulgowski and Schumm",1696,2510--4,1.5484759,103.7983752,Malaysia,80902,Schmedeman,7398
AR,Schowalter-Johnson,1353,2541--7934,-34.6089515,-58.4464356,Argentina,5246,Rieder,9976
AR,"Metz, Murphy and Terry",1462,1579-32253-43247,-36.5337379,-64.0106073,Argentina,6326,Dahle,725
SE,Conroy-Kovacek,1401,1466-8111-9601,56.8744773,16.6629189,Sweden,387 34,Lunder,37
CN,"McLaughlin, Streich and Fahey",2523,2321-2419-92552,41.5220136,111.7047656,China,0,Jenna,9082
FR,Stark LLC,1124,1836-43-356-65157,48.892701,2.233089,France,92901 CEDEX,American,37046
CN,Nolan-Toy,2224,1266--309,36.7010563,118.9112031,China,0,Buena Vista,74395
CN,Stokes-Tillman,2285,1022--4437,25.763034,107.701307,China,0,Westend,7044
PT,"Runolfsdottir, Torp and Simonis",2447,1009--69,41.0043316,-8.4313535,Portugal,4540-579,Melody,742
CN,Conn LLC,2401,1447-80000-000-1746,23.701262,117.430061,China,0,Pawling,243
TH,Schimmel-Mayert,1109,1378-963-4603-13122,15.5885562,103.98402,Thailand,45140,School,5651
KE,Little Inc,1516,1702-53726-29,0.202957,35.0978385,Kenya,0,Daystar,7984
CA,Quitzon and Sons,2251,2126--35868,49.18306,-119.5524,Canada,E5L,Elka,4626
SE,"Schmidt, Wiegand and Crist",2255,2350-64280-000-4297,56.0660092,12.7332992,Sweden,254 62,Carberry,5
CN,Lowe-Tillman,2223,1855-44-295-2917,27.974248,120.632896,China,0,Warbler,7383
CN,Buckridge LLC,2498,1102-05-203-658,31.918232,119.976948,China,0,Westerfield,3
VN,Leuschke-Dicki,1957,2398-76420-000-1154,20.4416309,106.1081103,Vietnam,0,Messerschmidt,581
PT,Skiles Inc,2198,1274--6170,40.347979,-7.0160004,Portugal,6320-475,Mockingbird,1230
AR,Ernser-Effertz,2046,1280--6640,-34.5204472,-58.5328734,Argentina,6455,Norway Maple,1373
PH,Gislason-Pacocha,2278,2188-65765-000-176,14.4547788,120.5851587,Philippines,2133,Northport,37
BR,Smitham-Collier,1006,1298-38051 CEDEX 9-39,-4.6138241,-44.9833395,Brazil,65712-000,Delladonna,5490
CN,Blanda-Marvin,2193,2247-412 86-52,26.893368,112.572018,China,0,Jana,1413
BR,Hickle Group,1280,2503-21209 CEDEX-1,-24.068741,-46.6512239,Brazil,11730-000,Jenifer,42
BR,Kirlin and Sons,1844,2352-2920-347,-30.0336816,-52.893221,Brazil,96500-000,Mallard,621
HR,Fadel-Morar,2597,1576--1731,46.004267,16.1190743,Croatia,49246,Debs,60
PH,Hand Inc,1300,2472--631,14.5346437,121.0133007,Philippines,6406,Loomis,48661
PH,Kuhn Inc,2470,2522--59150,8.189424,124.086692,Philippines,9202,Marquette,353
DE,Ziemann-Hodkiewicz,1278,2496-348 15-8,52.5890862,13.3032995,Germany,13509,Randy,765
PL,Boyer and Sons,1439,1340-15150-000-2,53.8044834,21.7303948,Poland,12-201,Kropf,78
PH,"Torp, Schuster and Bayer",1385,1445-P0T-8,11.25111,125.00639,Philippines,6516,Burrows,71699
CN,Walsh-Beer,2213,2559-93214 CEDEX-6,1.3573565,103.8832261,China,0,Tony,197
MY,"Beier, Ziemann and Keebler",1867,2327-442009-1312,3.1523104,101.7178316,Malaysia,50802,Meadow Ridge,620
FR,Bayer LLC,2119,1768--650,43.8324929,4.3662321,France,30028 CEDEX 9,Lyons,46490
PT,"Zieme, Leuschke and Osinski",2148,1870--4172,41.3006835,-8.4787949,Portugal,4825-171,Mallory,5987
CN,Hand-Harris,1219,1821-28205-5546,41.1846097,80.3038321,China,0,Maple Wood,665
PH,"Stokes, Rohan and Satterfield",1846,2609--6778,14.7292218,121.051001,Philippines,3303,Corry,33
GM,Stehr-Willms,1983,1677--19757,13.5712781,-15.3262905,Gambia,0,Algoma,1
CN,"Hagenes, Legros and Buckridge",1338,2526-1697-940,27.029507,113.732949,China,0,Spohn,810
FR,Bogisich Group,1860,1651-5100-005-23,48.890054,2.2372792,France,92077 CEDEX,Ludington,8271
FR,"Christiansen, Schimmel and Hahn",1738,2041-62-620-5195,43.8324929,4.3662321,France,30034 CEDEX 1,Blackbird,89
FR,Powlowski-Will,1076,2423--1,48.4339701,0.098598,France,61015 CEDEX,Hooker,8
CN,"Davis, Thiel and Gleichner",1825,1127-6304-49,30.8783105,120.0907688,China,0,Dennis,9980
CZ,Gutmann Group,2088,1876--3,49.9321242,17.8000468,Czech Republic,747 51,Birchwood,9
JP,"Lubowitz, Block and Schinner",1243,1242-8601-467,35.0346917,137.0871404,Japan,861-2236,Pierstorff,305
CN,"Monahan, Stroman and Abernathy",2510,1001--9563,30.108216,104.677091,China,0,Old Gate,4
PH,Kuhn Inc,2470,1053--65313,8.189424,124.086692,Philippines,9202,Marquette,353
CN,"Ward, Medhurst and Kuphal",2541,1520--195,23.36225,103.374576,China,0,Anderson,7934
HR,"Waelchi, Wunsch and Stanton",1579,1197-82007-8528,45.1452956,18.9362522,Croatia,32253,Twin Pines,43247
PH,"Stanton, Bode and Becker",1466,1021-52420-728,7.8394835,126.0502748,Philippines,8111,Maple,9601
PH,Ernser-Lebsack,2321,1496-94000-000-7003,15.9880572,120.3487416,Philippines,2419,Morning,92552
PL,Ortiz-Wintheiser,1836,2367--927,52.6386769,22.563616,Poland,43-356,Hallows,65157
CN,Collins and Sons,1266,1138-78600-000-41455,40.081331,111.395534,China,0,Artisan,309
CN,Nienow Inc,1022,1041-871-0921-9,51.2262018,6.7866433,China,0,Ridgeview,4437
CN,Wunsch and Sons,1009,1685-52038-4,30.9833081,121.1229953,China,0,Troy,69
BR,Wisozk-Boehm,1447,1133--9,-25.5096271,-49.2254535,Brazil,80000-000,Starling,1746
JP,Rogahn and Sons,1378,1676--6,37.4391941,140.5728754,Japan,963-4603,Manley,13122
US,Klocko LLC,1702,2097--69,43.0690343,-89.4245627,United States,53726,Boyd,29
CN,Kovacek LLC,2126,2568-5370-6157,33.001096,106.91786,China,0,Mccormick,35868
BR,Schaefer-Bernier,2350,1937-61700-000-92,-4.8220831,-42.1644994,Brazil,64280-000,Victoria,4297
FR,"Medhurst, Bogan and Goodwin",1845,1807--59,48.8493975,2.4751086,France,94129 CEDEX,Katie,243
PL,Haag Inc,1855,1723-V6Z-7,50.12514,18.3810394,Poland,44-295,Hoepker,2917
PT,Vandervort-Lebsack,1853,1744-4575-069-40857,38.5866475,-8.923424,Portugal,2950-137,Orin,70
PL,Pouros and Sons,1102,1241--828,52.3468215,21.2540462,Poland,05-203,Weeping Birch,658
BR,"Torp, Emmerich and Roob",2398,2355--1,-14.4681236,-48.4560109,Brazil,76420-000,Forest Dale,1154
CN,Reilly LLC,1274,1471-5306-171,22.837926,108.319371,China,0,4th,6170
PT,"Bahringer, Ruecker and Smitham",2234,1207-52181-36,39.3688081,-9.3284939,Portugal,2520-053,Tennyson,92
CN,Hickle Group,1280,2382-822-0034-104,36.112722,116.454574,China,0,Harbort,6640
QA,"Satterfield, Wuckert and Jerde",1209,1558--6785,25.9210961,51.3385684,Qatar,0,Arrowood,4
PH,Rohan Group,1643,1760-771 31-618,15.613097,120.438477,Philippines,2303,Moose,22
BR,"Nienow, Mitchell and Hamill",2188,1387--972,-4.9843552,-44.4370606,Brazil,65765-000,Bunker Hill,176
FR,"Kessler, Fadel and Nitzsche",1298,2245-654-712,45.1934857,5.7218985,France,38051 CEDEX 9,Kedzie,39
HU,Hoeger-McKenzie,1787,1645--3,46.9067373,19.691788,Hungary,6004,Bellgrove,506
SE,"Collins, Kub and Lynch",2247,1490-63180-5,63.8223321,20.2753893,Sweden,412 86,Fair Oaks,52
FR,"Homenick, Marquardt and Zemlak",2503,2033-594 93-41146,47.3410322,1.1586866,France,21209 CEDEX,Emmet,1
CN,Raynor LLC,1446,1611--7,23.5958633,120.2858846,China,0,Schmedeman,79215
CN,Walsh-Beer,2213,1605-96799-4791,1.3573565,103.8832261,China,0,Tony,197
PH,Herzog Inc,2352,2038--9631,16.9905258,121.637093,Philippines,2920,Dayton,347
CN,Mann LLC,1576,2010-789-1301-621,41.095685,121.1268459,China,0,Glacier Hill,1731
US,Klocko LLC,1702,1351-J0A-76,43.0690343,-89.4245627,United States,53726,Boyd,29
CN,"Mayert, Feil and Prosacco",2472,1192-687527-19,23.297493,116.165777,China,0,Coleman,631
CN,Koelpin Group,2522,1216-92835-347,31.264698,110.839164,China,0,Del Mar,59150
CZ,Schmitt-Torphy,2496,1864--3,49.8932232,12.7301543,Czech Republic,348 15,Scofield,8
US,"Volkman, Funk and West",2069,2232--675,21.3488387,-157.9435603,United States,96835,Holmberg,43574
CN,Buckridge LLC,2498,2031-95180-000-310,31.918232,119.976948,China,0,Westerfield,3
BR,Brown and Sons,1340,2214-8510-59409,-20.7736517,-49.7107263,Brazil,15150-000,4th,2
PL,Ortiz-Wintheiser,1836,2207--38,52.6386769,22.563616,Poland,43-356,Hallows,65157
CA,Paucek-Langworth,1445,1834-6404-1,46.25006,-83.5666,Canada,P0T,Schmedeman,8
AR,Larson-Fritsch,1793,2417--3016,-33.9162938,-64.3897946,Argentina,6140,Manley,77
DE,Ziemann-Hodkiewicz,1278,1621-204047-2082,52.5890862,13.3032995,Germany,13509,Randy,765
CN,"Macejkovic, Spinka and Dooley",1512,1541--575,22.935289,113.670324,China,0,Northwestern,2241
FR,Marks-Christiansen,2559,2144--0,48.9105576,2.3645084,France,93214 CEDEX,Artisan,6
CO,Nolan Group,2327,1155-5904-7529,11.3451287,-72.3628361,Colombia,442009,Hollow Ridge,1312
CN,"Windler, Zieme and Robel",1768,2122--11663,37.910325,93.341907,China,0,West,650
GR,"Cremin, Spinka and Ernser",1635,2032-22156-9556,39.8949802,22.1890872,Greece,0,Hintze,753
SA,"Sauer, Wolf and Goodwin",1870,1866-810009-18,25.3141558,49.6299077,Saudi Arabia,0,Ronald Regan,4172
US,Emmerich-Konopelski,1821,2117-8700-156-9,35.2037032,-80.7842188,United States,28205,Fremont,5546
CN,Jerde-Huel,2609,2469-3224-64226,27.098536,114.972769,China,0,Johnson,6778
CN,Rodriguez-Volkman,1677,1829--309,43.24417,127.181168,China,0,6th,19757
PH,Stracke-Heathcote,2526,1688--10277,17.6282027,121.7170078,Philippines,1697,Lighthouse Bay,940
PT,Cremin-Schuster,1651,1936--80,41.0953745,-7.8123805,Portugal,5100-005,Manitowish,23
PL,Dicki Inc,2041,2128--1,52.3537244,18.6995274,Poland,62-620,Susan,5195
TH,Kassulke Inc,1085,2063-30170-623,17.7032238,103.2317225,Thailand,41190,Center,9
CN,Hand-Harris,1219,1324-1605-41,41.1846097,80.3038321,China,0,Maple Wood,665
CN,"Trantow, Kuhn and Donnelly",2423,2071--601,22.9353419,113.6587617,China,0,Lakeland,1
CA,Quitzon and Sons,2251,1799-83420-000-6331,49.18306,-119.5524,Canada,E5L,Elka,4626
AR,"Metz, Murphy and Terry",1462,1706--50,-36.5337379,-64.0106073,Argentina,6326,Dahle,725
ZA,"Kling, Stiedemann and Bradtke",2550,1726-2821-20,-29.4169973,24.7380385,South Africa,9987,Armistice,7
PH,Bergnaum-Casper,1127,1450--1,9.600306,124.105576,Philippines,6304,Quincy,49
CI,Wisozk-Jenkins,2277,1978--8787,7.6730918,-5.5722297,Ivory Coast,0,Grasskamp,2685
CN,Wunsch-Bartoletti,1876,1005-98-285-90169,24.3482735,116.6988851,China,0,Dexter,3
PH,Sawayn and Sons,1242,2331--76,8.972681,125.408732,Philippines,8601,Buell,467
VN,Wisozk LLC,1394,2618--14098,20.1276773,105.6691136,Vietnam,0,Londonderry,9
SA,"Sauer, Wolf and Goodwin",1870,1705-39470-000-7,25.3141558,49.6299077,Saudi Arabia,0,Ronald Regan,4172
CN,Mante-Thiel,1001,1856--35,31.223878,121.524135,China,0,Huxley,9563
CN,Lockman LLC,1053,1059-6454-4,28.570101,115.797775,China,0,Rowland,65313
CN,"Ortiz, Johnson and Paucek",1520,1670--6858,30.5859716,114.2689545,China,0,Hansons,195
KR,"Schroeder, Mann and King",1959,2164--29,34.9904542,126.4816856,South Korea,0,Grover,3
US,Fay Inc,1197,1469-73179-4,41.1399814,-104.8202462,United States,82007,Dahle,8528
CN,Kozey-Roberts,2383,1339--81497,32.060255,118.796877,China,0,Blaine,4012
FR,Simonis-Gutmann,1198,1215--83,47.3591366,2.8002946,France,45922 CEDEX 9,Kinsman,3932
US,Grady and Sons,1112,1340-L2T-53,38.889471,-77.0578855,United States,20566,Springs,336
HR,Purdy-Stark,1021,1229-8404-32,45.4075606,13.9651276,Croatia,52420,Grayhawk,728
BR,"Dach, Nicolas and Paucek",1496,2036--8,-29.8990311,-51.0536949,Brazil,94000-000,Mosinee,7003
CN,"Ziemann, Nicolas and Turcotte",2367,1161--383,31.038781,114.5465571,China,0,Heath,927
BR,Nitzsche-Purdy,1138,2563--45,-15.8916202,-52.2618826,Brazil,78600-000,Meadow Valley,41455
TH,Stiedemann Inc,1074,1789-95860-000-4,16.5235265,102.0832543,Thailand,40130,Jackson,78947
JP,Rempel Inc,1041,1417--92,39.2783775,140.4636669,Japan,871-0921,Algoma,9
CR,Cole Inc,1537,2540--33175,9.477773,-84.2662901,Costa Rica,60901,Oak,7
CO,"Moen, Shields and Johnson",1685,2387--91,6.961969,-75.4190689,Colombia,52038,Buell,4
CN,Kuvalis Inc,1791,1850-2661-9,36.334307,99.670448,China,0,Mitchell,9
CN,O'Hara-Nicolas,2237,1047-9414-777,33.6634952,112.6061178,China,0,Algoma,94165
CN,"Muller, Jacobi and Goodwin",1133,1848-91560-40,39.525207,117.711487,China,0,Kipling,9
KH,Keebler-Hilpert,1676,1292--9,11.142722,105.8290298,Cambodia,0,Montana,6
CN,Krajcik-Rogahn,2097,2344--7,38.430793,100.812859,China,0,Northport,69
ZA,"Ritchie, Wintheiser and McDermott",2568,2260-91265 CEDEX-8266,-32.0078739,26.2718021,South Africa,5370,Blaine,6157
PH,Bergnaum-Casper,1127,1731--821,9.600306,124.105576,Philippines,6304,Quincy,49
PK,Shields Inc,1065,1582-13600-000-13,34.0112004,71.9795856,Pakistan,43261,Cardinal,88
CN,Runte and Sons,1492,1535-92640-60777,31.920658,120.284938,China,0,Tomscot,48
BR,"Grant, Murphy and O'Kon",1937,1066-T6L-93,-3.9997372,-38.4429274,Brazil,61700-000,Columbus,92
CF,Kerluke LLC,1807,1224-154648-87585,5.3956496,26.4916731,Central African Republic,0,Hermina,59
CA,"Schulist, O'Hara and Casper",1723,1717-94704 CEDEX-3,49.2725714,-123.1207968,Canada,V6Z,Graceland,7
PT,Altenwerth-Morar,1744,2017-512 42-468,41.0534668,-8.3490278,Portugal,4575-069,Roxbury,40857
CN,"Spinka, Rogahn and Waelchi",1241,1616--8847,29.724692,113.900628,China,0,North,828
CN,Little LLC,2355,1555-90190-648,25.639488,115.432374,China,0,Sachs,1
PH,Ratke-Connelly,1471,2587-330 02-2006,8.5015747,117.3557854,Philippines,5306,Artisan,171
PK,Heathcote-Heller,1207,1839-67137 CEDEX-2079,31.9069842,73.2723283,Pakistan,52181,Trailsway,36
JP,"Cremin, Prohaska and Labadie",2382,1514-9913-25,33.7356633,130.7183918,Japan,822-0034,Pierstorff,104
CN,Blanda-Marvin,2193,2189-4404-544,26.893368,112.572018,China,0,Jana,1413
CN,Ernser-Beahan,1558,2130--2,37.8298386,112.5511892,China,0,Parkside,6785
SE,Hartmann-Bartell,1760,1267-07900-000-1,60.1512028,15.1735854,Sweden,771 31,Texas,618
CN,Tillman LLC,1387,1941-8711-1,37.105382,116.694361,China,0,Kim,972
NO,Blick and Sons,2245,1203--21520,59.9135958,10.7792426,Norway,654,Redwing,712
NP,Spencer LLC,1645,2354-68-343-6,27.7172453,85.3239605,Nepal,0,Clemons,3
US,Kemmer-Kub,1490,2018-64-130-75097,38.6289203,-90.2051538,United States,63180,Judy,5
FR,Marks-Christiansen,2559,1027--88,48.9105576,2.3645084,France,93214 CEDEX,Artisan,6
SE,Thiel Group,2033,1508--1412,57.9268439,16.5004384,Sweden,594 93,Knutson,41146
CA,O'Kon-Daniel,2548,1912-2080-381-4,48.4353479,-68.5537635,Canada,G5N,Judy,0
CN,"Lehner, Feest and Prohaska",1611,1513--1316,44.2,118.46667,China,0,Elka,7
AS,"Weissnat, Braun and Gibson",1605,1485-08940-000-4644,-14.3377247,-170.7810162,American Samoa,96799,Marcy,4791
CN,"Barrows, Kuhic and Watsica",2195,1592-48321-538,40.634244,108.893327,China,0,Nobel,27
CN,Muller and Sons,2038,2501-45980-000-3,41.9914135,121.6412579,China,0,Valley Edge,9631
JP,Rippin Group,2010,2289-47685-220,33.3297722,133.2308851,Japan,789-1301,Evergreen,621
AU,Senger and Sons,1042,1356-4312-6,-34.0349557,151.0998291,Australia,1028,Dottie,46
PT,Kertzmann-Erdman,2070,1227--4325,40.8253148,-8.4661017,Portugal,3720-085,Golf,74
CA,Ortiz LLC,1351,1721-1257-130,45.7849952,-72.0145063,Canada,J0A,Kenwood,76
CO,Hilll Group,1192,2025-3807-4,7.3111492,-73.2057595,Colombia,687527,Bunker Hill,19
PH,"Emmerich, Emmerich and Bartoletti",2381,1718--3,17.6992092,121.5038757,Philippines,4507,Schurz,4111
US,Ortiz and Sons,1216,2257-56-500-8525,33.9041552,-117.9307584,United States,92835,Manitowish,347
CN,"Jaskolski, Rodriguez and Kilback",1864,2191-169 30-65,24.89604,118.592147,China,0,Prairieview,3
PH,"Emmerich, Emmerich and Bartoletti",2381,2125-13-210-32,17.6992092,121.5038757,Philippines,4507,Schurz,4111
CN,Hills-Funk,2232,1906--3846,29.709214,107.606105,China,0,Schlimgen,675
BR,Lowe-DuBuque,2031,1858-13495-000-2,-29.2231867,-51.3423619,Brazil,95180-000,Onsgard,310
PH,Hessel-Mertz,2214,2143--56612,8.3910287,125.7869157,Philippines,8510,Knutson,59409
CN,Gutkowski-Lemke,2207,1572--92,48.239135,126.481867,China,0,Marcy,38
PH,Stracke-Heathcote,2526,1741-82007-7,17.6282027,121.7170078,Philippines,1697,Lighthouse Bay,940
PH,Ernser-Reilly,1834,1332-480-0132-600,12.7145722,124.0576816,Philippines,6404,Evergreen,1
CN,Jerde and Sons,2417,1986-5098-94,23.0872891,113.295336,China,0,Waxwing,3016
SE,"Collins, Kub and Lynch",2247,1069-38110-800,63.8223321,20.2753893,Sweden,412 86,Fair Oaks,52
JP,Rempel Inc,1041,1382--9271,39.2783775,140.4636669,Japan,871-0921,Algoma,9
CO,Mohr-Block,1621,1832-89-340-79,8.688031,-73.666377,Colombia,204047,Huxley,2082
PH,Trantow-Abbott,2044,2457-5513-5,15.48277,120.58604,Philippines,3119,Memorial,672
CN,Ernser-Beahan,1558,2615-261 01-3046,37.8298386,112.5511892,China,0,Parkside,6785
CN,Cremin-Welch,1213,2087--284,23.353501,116.078631,China,0,Welch,612
PT,Dickinson Group,1659,1671-1717-25,38.751115,-9.4574506,Portugal,2755-163,Basil,221
CN,Stehr-Macejkovic,1541,2275-783 32-2,30.7998721,103.8280655,China,0,Redwing,575
CN,"Hyatt, O'Keefe and Monahan",2144,1206-05-824-541,23.634675,112.44069,China,0,Messerschmidt,0
CF,Kerluke LLC,1807,1039-N6C-53132,5.3956496,26.4916731,Central African Republic,0,Hermina,59
NL,Schaefer and Sons,1155,1068-2070-510-20663,51.3731898,6.1747875,Netherlands,5904,Talisman,7529
CN,Ferry-Oberbrunner,2122,1197--235,33.157445,106.834805,China,0,Corben,11663
US,Armstrong Group,2032,1286-59425 CEDEX-61,38.79,-77.19,United States,22156,Swallow,9556
JP,Raynor-Hammes,2334,2320-78151-28,32.7423216,131.178836,Japan,861-3923,Sachtjen,14
CN,Kautzer-Bernhard,1208,1122-85072-93,30.033679,119.971302,China,0,Center,3
CO,"Kilback, Effertz and Kemmer",1866,1729--653,6.9433577,-70.7168469,Colombia,810009,Chive,18
PT,Kshlerin Inc,2117,2311-10740-61,37.0313282,-7.8430189,Portugal,8700-156,Nova,9
CN,Nolan-Toy,2224,1761-2970-267-64,36.7010563,118.9112031,China,0,Buena Vista,74395
NL,Rodriguez Inc,2469,1179-372 34-90057,51.8281611,4.1481143,Netherlands,3224,Anthes,64226
CN,Walker and Sons,1829,1002--7217,28.888555,120.047651,China,0,Maple,309
CN,Rodriguez-Volkman,1677,1720--4632,43.24417,127.181168,China,0,6th,19757
GR,"Quitzon, Yost and Bauch",1688,1612-778-29,40.5555236,22.4712129,Greece,0,Mosinee,10277
CN,"Zemlak, Bashirian and Schowalter",1936,2266-14150-638,27.685255,105.390592,China,0,Westerfield,80
PH,Flatley LLC,1376,1913-6594-939,13.0730815,123.5982956,Philippines,4515,Fairview,462
CN,Welch and Sons,2128,2053-105 22-6,28.579409,110.090436,China,0,Cody,1
TH,Krajcik Inc,2063,2564-L4R-7,14.8704596,101.8322677,Thailand,30170,Atwood,623
PH,Smitham Group,1055,2008-585 92-16,6.737092,124.600287,Philippines,1103,Kedzie,2060
NO,DuBuque-Bosco,1324,1505-984-0075-8660,59.221847,10.9469346,Norway,1605,Fieldstone,41
CO,Nolan Group,2327,1269--9,11.3451287,-72.3628361,Colombia,442009,Hollow Ridge,1312
CN,"Mayert, Feil and Prosacco",2472,1042-95021 CEDEX-76943,23.297493,116.165777,China,0,Coleman,631
CN,"Tillman, Stokes and Beier",2256,1474-88820-000-24703,19.233277,109.412626,China,0,Hansons,6
MA,"Hamill, Thiel and Buckridge",2071,1413--622,34.0181246,-5.0078451,Morocco,0,Continental,601
PL,Grimes LLC,1823,1588-4625-619-6,50.0672776,21.2406149,Poland,39-215,Dwight,230
BR,"Anderson, Howe and Bradtke",1799,1426--347,-25.3631459,-49.0801588,Brazil,83420-000,Summerview,6331
CA,Prosacco and Sons,2129,1310--321,46.08336,-73.18245,Canada,S3N,Bowman,63
CN,Tillman-Stehr,1706,1288-2307-200,26.4168857,105.7581834,China,0,Holmberg,50
NO,Schimmel-Lueilwitz,1726,1095-8113-1892,60.79832,10.705945,Norway,2821,Huxley,20
CN,Jerde and Sons,2417,2268--71,23.0872891,113.295336,China,0,Waxwing,3016
CN,Macejkovic LLC,1450,2140--62,34.728584,112.132488,China,0,Mifflin,1
CN,Romaguera and Sons,1978,1620-934-0099-2955,23.982311,116.831826,China,0,Dahle,8787
PL,"Aufderhar, Goyette and Gislason",1005,2203--5507,51.612047,18.615044,Poland,98-285,David,90169
CN,Little Group,2331,2262-2442-349,24.412155,115.744112,China,0,Mallard,76
CN,"Zemlak, Bashirian and Schowalter",1936,2560--675,27.685255,105.390592,China,0,Westerfield,80
BG,Kris Group,1347,1642--47277,43.2370452,23.1251092,Bulgaria,3500,Ridgeview,15
CN,D'Amore-Wisoky,2618,2274-71730-7,22.705124,113.316811,China,0,Milwaukee,14098
CN,"Beahan, Mohr and Hyatt",1679,1984--49949,46.748522,82.978928,China,0,6th,68976
